"study","sub_study","y"
"CDA1-B","CDA1-D-CF4",121.68
"CDA1-B","CDA1-D-CF4",4.17
"CDA1-B","CDA1-D-CF4",67.04
"CDA1-B","CDA1-D-CF4",37.32
"CDA1-B","CDA1-D-CF4",18.45
"CDA1-B","CDA1-D-CF4",25.92
"CDA1-B","CDA1-D-CF4",11199.968
"CDA1-B","CDA1-D-CF4",2399.6
"CDA1-B","CDA1-D-CF4",63.9
"CDA1-B","CDA1-D-CF4",52.99
"CDA1-B","CDA1-D-CF4",60.864
"CDA1-B","CDA1-D-CF4",652.995
"CDA1-B","CDA1-D-CF4",11.22
"CDA1-B","CDA1-D-CF4",14.94
"CDA1-B","CDA1-D-CF4",39.96
"CDA1-B","CDA1-D-CF4",42.624
"CDA1-B","CDA1-D-CF4",220.96
"CDA1-B","CDA1-D-CF4",4.928
"CDA1-B","CDA1-D-CF4",7.23
"CDA1-B","CDA1-D-CF4",323.1
"CDA1-B","CDA1-D-CF4",19.04
"CDA1-B","CDA1-D-CF4",13.128
"CDA1-B","CDA1-D-CF4",64.14
"CDA1-B","CDA1-D-CF4",858.24
"CDA1-B","CDA1-D-CF4",29.99
"CDA1-B","CDA1-D-CF4",186.048
"CDA1-B","CDA1-D-CF4",36.792
"CDA1-B","CDA1-D-CF4",18.624
"CDA1-B","CDA1-D-CF4",57.69
"CDA1-B","CDA1-D-CF4",42.81
"CDA1-B","CDA1-D-CF4",12.96
"CDA1-B","CDA1-D-CF4",821.88
"CDA1-B","CDA1-D-CF4",104.85
"CDA1-B","CDA1-D-CF4",424.9575
"CDA1-B","CDA1-D-CF4",10.776
"CDA1-B","CDA1-D-CF4",11.784
"CDA1-B","CDA1-D-CF4",164.88
"CDA1-B","CDA1-D-CF4",1292.94
"CDA1-B","CDA1-D-CF4",25.584
"CDA1-B","CDA1-D-CF4",261.74
"CDA1-B","CDA1-D-CF4",14.4
"CDA1-B","CDA1-D-CF4",10.86
"CDA1-B","CDA1-D-CF4",883.84
"CDA1-B","CDA1-D-CF4",1979.89
"CDA1-B","CDA1-D-CF4",79.96
"CDA1-B","CDA1-D-CF4",8.76
"CDA1-B","CDA1-D-CF4",3.984
"CDA1-B","CDA1-D-CF4",370.62
"CDA1-B","CDA1-D-CF4",2.742
"CDA1-B","CDA1-D-CF4",79.512
"CDA1-B","CDA1-D-CF4",28.352
"CDA1-B","CDA1-D-CF4",40.784
"CDA1-B","CDA1-D-CF4",105.96
"CDA1-B","CDA1-D-CF4",166.44
"CDA1-B","CDA1-D-CF4",785.88
"CDA1-B","CDA1-D-CF4",26.2
"CDA1-B","CDA1-D-CF4",1325.85
"CDA1-B","CDA1-D-CF4",166.44
"CDA1-B","CDA1-D-CF4",8.76
"CDA1-B","CDA1-D-CF4",43.584
"CDA1-B","CDA1-D-CF4",11.088
"CDA1-B","CDA1-D-CF4",25.164
"CDA1-B","CDA1-D-CF4",14.4
"CDA1-B","CDA1-D-CF4",619.95
"CDA1-B","CDA1-D-CF4",89.52
"CDA1-B","CDA1-D-CF4",350.973
"CDA1-B","CDA1-D-CF4",164.99
"CDA1-B","CDA1-D-CF4",312.552
"CDA1-B","CDA1-D-CF4",95.952
"CDA1-B","CDA1-D-CF4",3.204
"CDA1-B","CDA1-D-CF4",3.98
"CDA1-B","CDA1-D-CF4",15.7
"CDA1-B","CDA1-D-CF4",5.248
"CDA1-B","CDA1-D-CF4",5.346
"CDA1-B","CDA1-D-CF4",15.48
"CDA1-B","CDA1-D-CF4",108.576
"CDA1-B","CDA1-D-CF4",109.9
"CDA1-B","CDA1-D-CF4",15.384
"CDA1-B","CDA1-D-CF4",30.352
"CDA1-B","CDA1-D-CF4",821.3
"CDA1-B","CDA1-D-CF4",22638.48
"CDA1-B","CDA1-D-CF4",21.376
"CDA1-B","CDA1-D-CF4",8.016
"CDA1-B","CDA1-D-CF4",30.768
"CDA1-B","CDA1-D-CF4",18.936
"CDA1-B","CDA1-D-CF4",122.352
"CDA1-B","CDA1-D-CF4",116.28
"CDA1-B","CDA1-D-CF4",132.6
"CDA1-B","CDA1-D-CF4",16.68
"CDA1-B","CDA1-D-CF4",19.44
"CDA1-B","CDA1-D-CF4",192.16
"CDA1-B","CDA1-D-CF4",227.36
"CDA1-B","CDA1-D-CF4",1919.976
"CDA1-B","CDA1-D-CF4",12.828
"CDA1-B","CDA1-D-CF4",45.888
"CDA1-B","CDA1-D-CF4",60.12
"CDA1-B","CDA1-D-CF4",302.376
"CDA1-B","CDA1-D-CF4",13.9
"CDA1-B","CDA1-D-CF4",129.98
"CDA1-B","CDA1-D-CF4",71.98
"CDA1-B","CDA1-D-CF4",377.97
"CDA1-B","CDA1-D-CF4",124.36
"CDA1-B","CDA1-D-CF4",23.976
"CDA1-B","CDA1-D-CF4",8.376
"CDA1-B","CDA1-D-CF4",58.24
"CDA1-B","CDA1-D-CF4",81.2
"CDA1-B","CDA1-D-CF4",14.45
"CDA1-B","CDA1-D-CF4",95.648
"CDA1-B","CDA1-D-CF4",359.97
"CDA1-B","CDA1-D-CF4",350.352
"CDA1-B","CDA1-D-CF4",1.641
"CDA1-B","CDA1-D-CF4",629.958
"CDA1-B","CDA1-D-CF4",6.63
"CDA1-B","CDA1-D-CF4",799.96
"CDA1-B","CDA1-D-CF4",107.53
"CDA1-B","CDA1-D-CF4",73.98
"CDA1-B","CDA1-D-CF4",5.58
"CDA1-B","CDA1-D-CF4",49.12
"CDA1-B","CDA1-D-CF4",377.97
"CDA1-B","CDA1-D-CF4",42.28
"CDA1-B","CDA1-D-CF4",299.97
"CDA1-B","CDA1-D-CF4",89.98
"CDA1-B","CDA1-D-CF4",477.24
"CDA1-B","CDA1-D-CF4",25.98
"CDA1-B","CDA1-D-CF4",46.72
"CDA1-B","CDA1-D-CF4",35.34
"CDA1-B","CDA1-D-CF4",257.64
"CDA1-B","CDA1-D-CF4",125.976
"CDA1-B","CDA1-D-CF4",79.992
"CDA1-B","CDA1-D-CF4",700.056
"CDA1-B","CDA1-D-CF4",27.168
"CDA1-B","CDA1-D-CF4",8.226
"CDA1-B","CDA1-D-CF4",585.552
"CDA1-B","CDA1-D-CF4",423.28
"CDA1-B","CDA1-D-CF4",225.296
"CDA1-B","CDA1-D-CF4",5.56
"CDA1-B","CDA1-D-CF4",323.37
"CDA1-B","CDA1-D-CF4",783.96
"CDA1-B","CDA1-D-CF4",1447.65
"CDA1-B","CDA1-D-CF4",11.96
"CDA1-B","CDA1-D-CF4",239.97
"CDA1-B","CDA1-D-CF4",76.92
"CDA1-B","CDA1-D-CF4",481.32
"CDA1-B","CDA1-D-CF4",48.4
"CDA1-B","CDA1-D-CF4",0.99
"CDA1-B","CDA1-D-CF4",101.84
"CDA1-B","CDA1-D-CF4",10.332
"CDA1-B","CDA1-D-CF4",31.155
"CDA1-B","CDA1-D-CF4",8.928
"CDA1-B","CDA1-D-CF4",34.384
"CDA1-B","CDA1-D-CF4",1924.16
"CDA1-B","CDA1-D-CF4",32.192
"CDA1-B","CDA1-D-CF4",50.12
"CDA1-B","CDA1-D-CF4",47.976
"CDA1-B","CDA1-D-CF4",54.5
"CDA1-B","CDA1-D-CF4",19.104
"CDA1-B","CDA1-D-CF4",49.44
"CDA1-B","CDA1-D-CF4",10.368
"CDA1-B","CDA1-D-CF4",154.44
"CDA1-B","CDA1-D-CF4",60.984
"CDA1-B","CDA1-D-CF4",195.466
"CDA1-B","CDA1-D-CF4",23.68
"CDA1-B","CDA1-D-CF4",2.376
"CDA1-B","CDA1-D-CF4",59.2
"CDA1-B","CDA1-D-CF4",22
"CDA1-B","CDA1-D-CF4",257.98
"CDA1-B","CDA1-D-CF4",23.988
"CDA1-B","CDA1-D-CF4",23.976
"CDA1-B","CDA1-D-CF4",601.536
"CDA1-B","CDA1-D-CF4",7.9
"CDA1-B","CDA1-D-CF4",58.36
"CDA1-B","CDA1-D-CF4",16.464
"CDA1-B","CDA1-D-CF4",39.96
"CDA1-B","CDA1-D-CF4",25.96
"CDA1-B","CDA1-D-CF4",36.27
"CDA1-B","CDA1-D-CF4",6.48
"CDA1-B","CDA1-D-CF4",1075.088
"CDA1-B","CDA1-D-CF4",438.368
"CDA1-B","CDA1-D-CF4",18.088
"CDA1-B","CDA1-D-CF4",308.499
"CDA1-B","CDA1-D-CF4",13.36
"CDA1-B","CDA1-D-CF4",39.96
"CDA1-B","CDA1-D-CF4",145.85
"CDA1-B","CDA1-D-CF4",783.96
"CDA1-B","CDA1-D-CF4",7.88
"CDA1-B","CDA1-D-CF4",41.37
"CDA1-B","CDA1-D-CF4",12.84
"CDA1-B","CDA1-D-CF4",25.68
"CDA1-B","CDA1-D-CF4",47.516
"CDA1-B","CDA1-D-CF4",9.42
"CDA1-B","CDA1-D-CF4",12.96
"CDA1-B","CDA1-D-CF4",704.9
"CDA1-B","CDA1-D-CF4",561.568
"CDA1-B","CDA1-D-CF4",179.82
"CDA1-B","CDA1-D-CF4",185.58
"CDA1-B","CDA1-D-CF4",214.11
"CDA1-B","CDA1-D-CF4",999.96
"CDA1-B","CDA1-D-CF4",653.55
"CDA1-B","CDA1-D-CF4",114.6
"CDA1-B","CDA1-D-CF4",60.74
"CDA1-B","CDA1-D-CF4",124.36
"CDA1-B","CDA1-D-CF4",1088.76
"CDA1-B","CDA1-D-CF4",6.72
"CDA1-B","CDA1-D-CF4",298.776
"CDA1-B","CDA1-D-CF4",302.376
"CDA1-B","CDA1-D-CF4",8.928
"CDA1-B","CDA1-D-CF4",47.584
"CDA1-B","CDA1-D-CF4",33.792
"CDA1-B","CDA1-D-CF4",300.5328
"CDA1-B","CDA1-D-CF4",2.724
"CDA1-B","CDA1-D-CF4",3.264
"CDA1-B","CDA1-D-CF4",108.336
"CDA1-B","CDA1-D-CF4",55.92
"CDA1-B","CDA1-D-CF4",78.304
"CDA1-B","CDA1-D-CF4",443.92
"CDA1-B","CDA1-D-CF4",155.976
"CDA1-B","CDA1-D-CF4",15.47
"CDA1-B","CDA1-D-CF4",7.16
"CDA1-B","CDA1-D-CF4",10.89
"CDA1-B","CDA1-D-CF4",19.44
"CDA1-B","CDA1-D-CF4",121.6
"CDA1-B","CDA1-D-CF4",695.7
"CDA1-B","CDA1-D-CF4",120.33
"CDA1-B","CDA1-D-CF4",1139.92
"CDA1-B","CDA1-D-CF4",229.544
"CDA1-B","CDA1-D-CF4",143.728
"CDA1-B","CDA1-D-CF4",36.048
"CDA1-B","CDA1-D-CF4",845.488
"CDA1-B","CDA1-D-CF4",50.94
"CDA1-B","CDA1-D-CF4",762.594
"CDA1-B","CDA1-D-CF4",56.28
"CDA1-B","CDA1-D-CF4",2690.97
"CDA1-B","CDA1-D-CF4",7.434
"CDA1-B","CDA1-D-CF4",64.784
"CDA1-B","CDA1-D-CF4",28.16
"CDA1-B","CDA1-D-CF4",14.98
"CDA1-B","CDA1-D-CF4",20.32
"CDA1-B","CDA1-D-CF4",40.29
"CDA1-B","CDA1-D-CF4",20.23
"CDA1-B","CDA1-D-CF4",1603.136
"CDA1-B","CDA1-D-CF4",225.296
"CDA1-B","CDA1-D-CF4",67.8
"CDA1-B","CDA1-D-CF4",377.97
"CDA1-B","CDA1-D-CF4",1628.82
"CDA1-B","CDA1-D-CF4",286.93
"CDA1-B","CDA1-D-CF4",20.736
"CDA1-B","CDA1-D-CF4",31.44
"CDA1-B","CDA1-D-CF4",83.79
"CDA1-B","CDA1-D-CF4",59.52
"CDA1-B","CDA1-D-CF4",31.92
"CDA1-B","CDA1-D-CF4",14.72
"CDA1-B","CDA1-D-CF4",38.976
"CDA1-B","CDA1-D-CF4",17.088
"CDA1-B","CDA1-D-CF4",74.352
"CDA1-B","CDA1-D-CF4",314.352
"CDA1-B","CDA1-D-CF4",4.26
"CDA1-B","CDA1-D-CF4",811.28
"CDA1-B","CDA1-D-CF4",6.03
"CDA1-B","CDA1-D-CF4",153.568
"CDA1-B","CDA1-D-CF4",1013.488
"CDA1-B","CDA1-D-CF4",52.34
"CDA1-B","CDA1-D-CF4",4.66
"CDA1-B","CDA1-D-CF4",254.97
"CDA1-B","CDA1-D-CF4",25.44
"CDA1-B","CDA1-D-CF4",27.93
"CDA1-B","CDA1-D-CF4",8.85
"CDA1-B","CDA1-D-CF4",6.96
"CDA1-B","CDA1-D-CF4",17.456
"CDA1-B","CDA1-D-CF4",307.92
"CDA1-B","CDA1-D-CF4",6.63
"CDA1-B","CDA1-D-CF4",12.96
"CDA1-B","CDA1-D-CF4",32.4
"CDA1-B","CDA1-D-CF4",23.85
"CDA1-B","CDA1-D-CF4",51.96
"CDA1-B","CDA1-D-CF4",17.94
"CDA1-B","CDA1-D-CF4",11.56
"CDA1-B","CDA1-D-CF4",26.4
"CDA1-B","CDA1-D-CF4",69.08
"CDA1-B","CDA1-D-CF4",35.88
"CDA1-B","CDA1-D-CF4",49.65
"CDA1-B","CDA1-D-CF4",959.968
"CDA1-B","CDA1-D-CF4",408.422
"CDA1-B","CDA1-D-CF4",479.984
"CDA1-B","CDA1-D-CF4",12.6
"CDA1-B","CDA1-D-CF4",184.66
"CDA1-B","CDA1-D-CF4",23.12
"CDA1-B","CDA1-D-CF4",37.464
"CDA1-B","CDA1-D-CF4",539.658
"CDA1-B","CDA1-D-CF4",310.12
"CDA1-B","CDA1-D-CF4",8.56
"CDA1-B","CDA1-D-CF4",52.4
"CDA1-B","CDA1-D-CF4",14.94
"CDA1-B","CDA1-D-CF4",11.22
"CDA1-B","CDA1-D-CF4",387.136
"CDA1-B","CDA1-D-CF4",41.4
"CDA1-B","CDA1-D-CF4",35
"CDA1-B","CDA1-D-CF4",39.552
"CDA1-B","CDA1-D-CF4",135.72
"CDA1-B","CDA1-D-CF4",12.56
"CDA1-B","CDA1-D-CF4",263.96
"CDA1-B","CDA1-D-CF4",5.952
"CDA1-B","CDA1-D-CF4",15.8
"CDA1-B","CDA1-D-CF4",14.368
"CDA1-B","CDA1-D-CF4",70.448
"CDA1-B","CDA1-D-CF4",129.3
"CDA1-B","CDA1-D-CF4",3.882
"CDA1-B","CDA1-D-CF4",6.08
"CDA1-B","CDA1-D-CF4",19.9
"CDA1-B","CDA1-D-CF4",70.71
"CDA1-B","CDA1-D-CF4",18.84
"CDA1-B","CDA1-D-CF4",8.64
"CDA1-B","CDA1-D-CF4",1633.188
"CDA1-B","CDA1-D-CF4",19.76
"CDA1-B","CDA1-D-CF4",6.608
"CDA1-B","CDA1-D-CF4",7.28
"CDA1-B","CDA1-D-CF4",144.784
"CDA1-B","CDA1-D-CF4",156.792
"CDA1-B","CDA1-D-CF4",431.976
"CDA1-B","CDA1-D-CF4",35.89
"CDA1-B","CDA1-D-CF4",47.208
"CDA1-B","CDA1-D-CF4",248.08
"CDA1-B","CDA1-D-CF4",189.7
"CDA1-B","CDA1-D-CF4",59.808
"CDA1-B","CDA1-D-CF4",90.99
"CDA1-B","CDA1-D-CF4",1526.56
"CDA1-B","CDA1-D-CF4",368.97
"CDA1-B","CDA1-D-CF4",305.01
"CDA1-B","CDA1-D-CF4",18.7
"CDA1-B","CDA1-D-CF4",38.29
"CDA1-B","CDA1-D-CF4",26.25
"CDA1-B","CDA1-D-CF4",64.96
"CDA1-B","CDA1-D-CF4",43.7
"CDA1-B","CDA1-D-CF4",41.6
"CDA1-B","CDA1-D-CF4",23.12
"CDA1-B","CDA1-D-CF4",113.888
"CDA1-B","CDA1-D-CF4",113.568
"CDA1-B","CDA1-D-CF4",7.92
"CDA1-B","CDA1-D-CF4",671.984
"CDA1-B","CDA1-D-CF4",39.99
"CDA1-B","CDA1-D-CF4",191.646
"CDA1-B","CDA1-D-CF4",2.313
"CDA1-B","CDA1-D-CF4",19.936
"CDA1-B","CDA1-D-CF4",45.92
"CDA1-B","CDA1-D-CF4",20.34
"CDA1-B","CDA1-D-CF4",39.28
"CDA1-B","CDA1-D-CF4",81.568
"CDA1-B","CDA1-D-CF4",97.184
"CDA1-B","CDA1-D-CF4",24.32
"CDA1-B","CDA1-D-CF4",18.96
"CDA1-B","CDA1-D-CF4",32.952
"CDA1-B","CDA1-D-CF4",30.016
"CDA1-B","CDA1-D-CF4",499.584
"CDA1-B","CDA1-D-CF4",31.104
"CDA1-B","CDA1-D-CF4",13.272
"CDA1-B","CDA1-D-CF4",28.272
"CDA1-B","CDA1-D-CF4",259.136
"CDA1-B","CDA1-D-CF4",10.8
"CDA1-B","CDA1-D-CF4",244.006
"CDA1-B","CDA1-D-CF4",15.936
"CDA1-B","CDA1-D-CF4",188.552
"CDA1-B","CDA1-D-CF4",22.58
"CDA1-B","CDA1-D-CF4",545.94
"CDA1-B","CDA1-D-CF4",20.736
"CDA1-B","CDA1-D-CF4",43.296
"CDA1-B","CDA1-D-CF4",123.136
"CDA1-B","CDA1-D-CF4",11.264
"CDA1-B","CDA1-D-CF4",53.424
"CDA1-B","CDA1-D-CF4",275.49
"CDA1-B","CDA1-D-CF4",24.96
"CDA1-B","CDA1-D-CF4",19.36
"CDA1-B","CDA1-D-CF4",1267.65
"CDA1-B","CDA1-D-CF4",12.99
"CDA1-B","CDA1-D-CF4",18.56
"CDA1-B","CDA1-D-CF4",449.15
"CDA1-B","CDA1-D-CF4",31.248
"CDA1-B","CDA1-D-CF4",61.44
"CDA1-B","CDA1-D-CF4",895.92
"CDA1-B","CDA1-D-CF4",55.36
"CDA1-B","CDA1-D-CF4",55.92
"CDA1-B","CDA1-D-CF4",24.896
"CDA1-B","CDA1-D-CF4",3.984
"CDA1-B","CDA1-D-CF4",95.968
"CDA1-B","CDA1-D-CF4",206.991
"CDA1-B","CDA1-D-CF4",44.416
"CDA1-B","CDA1-D-CF4",9.006
"CDA1-B","CDA1-D-CF4",19
"CDA1-B","CDA1-D-CF4",33.376
"CDA1-B","CDA1-D-CF4",207.48
"CDA1-B","CDA1-D-CF4",91.68
"CDA1-B","CDA1-D-CF4",904.9
"CDA1-B","CDA1-D-CF4",34.272
"CDA1-B","CDA1-D-CF4",191.82
"CDA1-B","CDA1-D-CF4",243.88
"CDA1-B","CDA1-D-CF4",12.03
"CDA1-B","CDA1-D-CF4",2549.985
"CDA1-B","CDA1-D-CF4",21.594
"CDA1-B","CDA1-D-CF4",8.964
"CDA1-B","CDA1-D-CF4",20.736
"CDA1-B","CDA1-D-CF4",344.22
"CDA1-B","CDA1-D-CF4",727.296
"CDA1-B","CDA1-A-CF2",22.608
"CDA1-B","CDA1-A-CF2",666.4
"CDA1-B","CDA1-A-CF2",5.04
"CDA1-B","CDA1-A-CF2",92.94
"CDA1-B","CDA1-A-CF2",66.69
"CDA1-B","CDA1-A-CF2",91.68
"CDA1-B","CDA1-A-CF2",327.7328
"CDA1-B","CDA1-A-CF2",52.272
"CDA1-B","CDA1-A-CF2",17.94
"CDA1-B","CDA1-A-CF2",254.352
"CDA1-B","CDA1-A-CF2",8.288
"CDA1-B","CDA1-A-CF2",504.9
"CDA1-B","CDA1-A-CF2",403.168
"CDA1-B","CDA1-A-CF2",194.32
"CDA1-B","CDA1-A-CF2",25.99
"CDA1-B","CDA1-A-CF2",195.136
"CDA1-B","CDA1-A-CF2",20.736
"CDA1-B","CDA1-A-CF2",53.7
"CDA1-B","CDA1-A-CF2",36.26
"CDA1-B","CDA1-A-CF2",56.3
"CDA1-B","CDA1-A-CF2",32.4
"CDA1-B","CDA1-A-CF2",29.16
"CDA1-B","CDA1-A-CF2",171.288
"CDA1-B","CDA1-A-CF2",16.72
"CDA1-B","CDA1-A-CF2",12.96
"CDA1-B","CDA1-A-CF2",22.18
"CDA1-B","CDA1-A-CF2",2054.272
"CDA1-B","CDA1-A-CF2",1022.97
"CDA1-B","CDA1-A-CF2",13.9
"CDA1-B","CDA1-A-CF2",26.38
"CDA1-B","CDA1-A-CF2",43.176
"CDA1-B","CDA1-A-CF2",411.8
"CDA1-B","CDA1-A-CF2",360
"CDA1-B","CDA1-A-CF2",41.96
"CDA1-B","CDA1-A-CF2",227.84
"CDA1-B","CDA1-A-CF2",37.94
"CDA1-B","CDA1-A-CF2",517.9
"CDA1-B","CDA1-A-CF2",5.28
"CDA1-B","CDA1-A-CF2",2799.96
"CDA1-B","CDA1-A-CF2",8.96
"CDA1-B","CDA1-A-CF2",31.5
"CDA1-B","CDA1-A-CF2",30.56
"CDA1-B","CDA1-A-CF2",24.368
"CDA1-B","CDA1-A-CF2",119.976
"CDA1-B","CDA1-A-CF2",26.88
"CDA1-B","CDA1-A-CF2",83.97
"CDA1-B","CDA1-A-CF2",104.97
"CDA1-B","CDA1-A-CF2",90.8
"CDA1-B","CDA1-A-CF2",140.736
"CDA1-B","CDA1-A-CF2",214.95
"CDA1-B","CDA1-A-CF2",45.36
"CDA1-B","CDA1-A-CF2",288.24
"CDA1-B","CDA1-A-CF2",663.936
"CDA1-B","CDA1-A-CF2",2934.33
"CDA1-B","CDA1-A-CF2",124.41
"CDA1-B","CDA1-A-CF2",57.75
"CDA1-B","CDA1-A-CF2",114.46
"CDA1-B","CDA1-A-CF2",120.666
"CDA1-B","CDA1-A-CF2",342.864
"CDA1-B","CDA1-A-CF2",16.74
"CDA1-B","CDA1-A-CF2",981.372
"CDA1-B","CDA1-A-CF2",31.84
"CDA1-B","CDA1-A-CF2",12.96
"CDA1-B","CDA1-A-CF2",43.176
"CDA1-B","CDA1-A-CF2",58.34
"CDA1-B","CDA1-A-CF2",539.97
"CDA1-B","CDA1-A-CF2",3.928
"CDA1-B","CDA1-A-CF2",252.784
"CDA1-B","CDA1-A-CF2",127.984
"CDA1-B","CDA1-A-CF2",3.984
"CDA1-B","CDA1-A-CF2",12.992
"CDA1-B","CDA1-A-CF2",61
"CDA1-B","CDA1-A-CF2",671.93
"CDA1-B","CDA1-A-CF2",447.86
"CDA1-B","CDA1-A-CF2",479.95
"CDA1-B","CDA1-A-CF2",166.44
"CDA1-B","CDA1-A-CF2",31.68
"CDA1-B","CDA1-A-CF2",10.368
"CDA1-B","CDA1-A-CF2",12.032
"CDA1-B","CDA1-A-CF2",5.768
"CDA1-B","CDA1-A-CF2",33.12
"CDA1-B","CDA1-A-CF2",220.2656
"CDA1-B","CDA1-A-CF2",10.776
"CDA1-B","CDA1-A-CF2",242.352
"CDA1-B","CDA1-A-CF2",695.16
"CDA1-B","CDA1-A-CF2",220.98
"CDA1-B","CDA1-A-CF2",12.957
"CDA1-B","CDA1-A-CF2",25.68
"CDA1-B","CDA1-A-CF2",15.712
"CDA1-B","CDA1-A-CF2",298.464
"CDA1-B","CDA1-A-CF2",21.93
"CDA1-B","CDA1-A-CF2",242.94
"CDA1-B","CDA1-A-CF2",7.64
"CDA1-B","CDA1-A-CF2",51.84
"CDA1-B","CDA1-A-CF2",265.17
"CDA1-B","CDA1-A-CF2",837.6
"CDA1-B","CDA1-A-CF2",135.9
"CDA1-B","CDA1-A-CF2",34.68
"CDA1-B","CDA1-A-CF2",532.704
"CDA1-B","CDA1-A-CF2",43.1
"CDA1-B","CDA1-A-CF2",15.88
"CDA1-B","CDA1-A-CF2",1123.92
"CDA1-B","CDA1-A-CF2",249.584
"CDA1-B","CDA1-A-CF2",48.672
"CDA1-B","CDA1-A-CF2",60.768
"CDA1-B","CDA1-A-CF2",78.6
"CDA1-B","CDA1-A-CF2",3.768
"CDA1-B","CDA1-A-CF2",1036.624
"CDA1-B","CDA1-A-CF2",563.808
"CDA1-B","CDA1-A-CF2",258.528
"CDA1-B","CDA1-A-CF2",49.12
"CDA1-B","CDA1-A-CF2",44.46
"CDA1-B","CDA1-A-CF2",241.568
"CDA1-B","CDA1-A-CF2",395
"CDA1-B","CDA1-A-CF2",627.168
"CDA1-B","CDA1-A-CF2",13.28
"CDA1-B","CDA1-A-CF2",12.672
"CDA1-B","CDA1-A-CF2",30.56
"CDA1-B","CDA1-A-CF2",77.952
"CDA1-B","CDA1-A-CF2",67.992
"CDA1-B","CDA1-A-CF2",12.224
"CDA1-B","CDA1-A-CF2",44.784
"CDA1-B","CDA1-A-CF2",22.848
"CDA1-B","CDA1-A-CF2",206.43
"CDA1-B","CDA1-A-CF2",210.392
"CDA1-B","CDA1-A-CF2",119.96
"CDA1-B","CDA1-A-CF2",10.608
"CDA1-B","CDA1-A-CF2",347.802
"CDA1-B","CDA1-A-CF2",963.136
"CDA1-B","CDA1-A-CF2",88.776
"CDA1-B","CDA1-A-CF2",32.4
"CDA1-B","CDA1-A-CF2",32.4
"CDA1-B","CDA1-A-CF2",31.05
"CDA1-B","CDA1-A-CF2",2025.36
"CDA1-B","CDA1-A-CF2",1799.994
"CDA1-B","CDA1-A-CF2",101.988
"CDA1-B","CDA1-A-CF2",262.864
"CDA1-B","CDA1-A-CF2",735.98
"CDA1-B","CDA1-A-CF2",93.024
"CDA1-B","CDA1-A-CF2",284.364
"CDA1-B","CDA1-A-CF2",26
"CDA1-B","CDA1-A-CF2",67.64
"CDA1-B","CDA1-A-CF2",119.976
"CDA1-B","CDA1-A-CF2",5.18
"CDA1-B","CDA1-A-CF2",15.56
"CDA1-B","CDA1-A-CF2",78.35
"CDA1-B","CDA1-A-CF2",59.52
"CDA1-B","CDA1-A-CF2",38.52
"CDA1-B","CDA1-A-CF2",239.984
"CDA1-B","CDA1-A-CF2",19.35
"CDA1-B","CDA1-A-CF2",67
"CDA1-B","CDA1-A-CF2",390.272
"CDA1-B","CDA1-A-CF2",62.192
"CDA1-B","CDA1-A-CF2",23.88
"CDA1-B","CDA1-A-CF2",3.168
"CDA1-B","CDA1-A-CF2",528.43
"CDA1-B","CDA1-A-CF2",13.392
"CDA1-B","CDA1-A-CF2",181.86
"CDA1-B","CDA1-A-CF2",180.588
"CDA1-B","CDA1-A-CF2",47.984
"CDA1-B","CDA1-A-CF2",18.76
"CDA1-B","CDA1-A-CF2",20.94
"CDA1-B","CDA1-A-CF2",58.68
"CDA1-B","CDA1-A-CF2",254.9
"CDA1-B","CDA1-A-CF2",9.64
"CDA1-B","CDA1-A-CF2",826.62
"CDA1-B","CDA1-A-CF2",1633.14
"CDA1-B","CDA1-A-CF2",544.38
"CDA1-B","CDA1-A-CF2",26.046
"CDA1-B","CDA1-A-CF2",74.352
"CDA1-B","CDA1-A-CF2",69.93
"CDA1-B","CDA1-A-CF2",3.75
"CDA1-B","CDA1-A-CF2",20.928
"CDA1-B","CDA1-A-CF2",12.672
"CDA1-B","CDA1-A-CF2",65.99
"CDA1-B","CDA1-A-CF2",6.37
"CDA1-B","CDA1-A-CF2",3.648
"CDA1-B","CDA1-A-CF2",31.104
"CDA1-B","CDA1-A-CF2",23.34
"CDA1-B","CDA1-A-CF2",29.97
"CDA1-B","CDA1-A-CF2",3.366
"CDA1-B","CDA1-A-CF2",95.968
"CDA1-B","CDA1-A-CF2",18.704
"CDA1-B","CDA1-A-CF2",149.232
"CDA1-B","CDA1-A-CF2",15.936
"CDA1-B","CDA1-A-CF2",601.536
"CDA1-B","CDA1-A-CF2",10.99
"CDA1-B","CDA1-A-CF2",39.88
"CDA1-B","CDA1-A-CF2",62.24
"CDA1-B","CDA1-A-CF2",53.2
"CDA1-B","CDA1-A-CF2",39.84
"CDA1-B","CDA1-A-CF2",349.95
"CDA1-B","CDA1-A-CF2",377.928
"CDA1-B","CDA1-A-CF2",13.392
"CDA1-B","CDA1-A-CF2",11.228
"CDA1-B","CDA1-A-CF2",207.24
"CDA1-B","CDA1-A-CF2",1.504
"CDA1-B","CDA1-A-CF2",34.848
"CDA1-B","CDA1-A-CF2",75.18
"CDA1-B","CDA1-A-CF2",149.97
"CDA1-B","CDA1-A-CF2",931.176
"CDA1-B","CDA1-A-CF2",430.88
"CDA1-B","CDA1-A-CF2",94.85
"CDA1-B","CDA1-A-CF2",51.12
"CDA1-B","CDA1-A-CF2",90
"CDA1-B","CDA1-A-CF2",9.408
"CDA1-B","CDA1-A-CF2",4.672
